Field Name,Field Path,Lucene Path,CV DOMAIN,Display Name,Lucene  Status,,Description,FinalField,Status,Data Type,Data to include,,,,,,,,,,,,,
Created By,/specifiedSubstance/createdBy,root_specifiedSubstance_createdBy,,SpecifiedSubstance Created By,,,A string representing a user or entity which originally created the record (or element).,createdBy,Current,string,,,,,,,,,,,,,,
Deprecated,/specifiedSubstance/deprecated,root_specifiedSubstance_deprecated,,SpecifiedSubstance Deprecated,,,A boolean marking for whether the element or record is considered deprecated.,deprecated,Current,boolean,,,,,,,,,,,,,,
Last Edited,/specifiedSubstance/lastEdited,root_specifiedSubstance_lastEdited,,SpecifiedSubstance Last Edited,,,A UNIX timestamp marking when the record was last edited (or sometimes exported) to form the record (or element) in its current state.,lastEdited,Current,number,,,,,,,,,,,,,,
Last Edited By,/specifiedSubstance/lastEditedBy,root_specifiedSubstance_lastEditedBy,,SpecifiedSubstance Last Edited By,,,A string representing a user or entity which last edited the record (or element).,lastEditedBy,Current,string,,,,,,,,,,,,,,
References,/specifiedSubstance/references,,,SpecifiedSubstance References,REMOVE LUCENE PATH,,"A list of reference uuids, which refer back to the root record's references, essentially acting as footnotes. The included references are considered to be the supporting origins of the data element in question.",references,Current,array <string>,,,,,,,,,,,,,,
Uuid,/specifiedSubstance/uuid,root_specifiedSubstance_uuid,,SpecifiedSubstance UUID,REMOVE LUCENE PATH,,"A Universally Unique Identifier (also sometimes called a GUID) for the element. Most GSRS elements have a uuid to be used for tracking, processing and referencing a record (and any element of that record).",uuid,Current,string,,,,,,,,,,,,,,
Status,/status,root_status,,Record Status,,,"The current record status (e.g. ""pending"", ""approved""). This is not a regulatory status, but simply the status of record validation and curation. .",status,Current,string,,,,,,,,,,,,,,
Structurally Diverse,/structurallyDiverse,,,Record Structurally Diverse,REMOVE LUCENE PATH,,"The definitional information of a structurally diverse substance. This includes informaiton about the source of the material (e.g. taxonomy for organisms) as well as the state, form and part of the source material used.",structurallyDiverse,Current,object <Structurallydiverse>,,,,,,,,,,,,,,
Created,/structurallyDiverse/created,root_structurallyDiverse_created,,Structurally Diverse Created,,,A UNIX timestamp marking when the record (or element) was created (or sometimes exported) in its original form.,created,Current,number,,,,,,,,,,,,,,
Deprecated,/structurallyDiverse/deprecated,root_structurallyDiverse_deprecated,,Structurally Diverse Deprecated,,,A boolean marking for whether the element or record is considered deprecated.,deprecated,Current,boolean,,,,,,,,,,,,,,
Developmental Stage,/structurallyDiverse/developmentalStage,root_structurallyDiverse_developmentalStage,DEVELOPMENTAL_STAGE,Structurally Diverse Developmental Stage,,,"The developmental stage of the organism, when necessary to describe the material. (e.g. ""adult"", ""larva"", etc).",developmentalStage,Current,string,,,,,,,,,,,,,,
Hybrid Species Maternal Organism,/structurallyDiverse/hybridSpeciesMaternalOrganism,,,Structurally Diverse Hybrid Species Maternal Organism,REMOVE LUCENE PATH,,"The scientific name of the species which provided the ovum for a hybrid. Sometimes the left hand side of the ""x"" in hybrid nomenclature.",hybridSpeciesMaternalOrganism,Current,object <SubstanceReference>,,,,,,,,,,,,,,
Access,/structurallyDiverse/hybridSpeciesMaternalOrganism/access,root_structurallyDiverse_hybridSpeciesMaternalOrganism_access,ACCESS_GROUP,St. Div. Hybrid Parent (m) Access,,,"Marking the record or element as belonging to certain groups for use in tracking which groups should receive visibility, export and/or inclusion in specific reports.",access,Current,array <string>,,,,,,,,,,,,,,
Approval ID (UNII),/structurallyDiverse/hybridSpeciesMaternalOrganism/approvalID,root_structurallyDiverse_hybridSpeciesMaternalOrganism_approvalID,,St. Div. Hybrid Parent (m) Approval ID,,,"The Unique Ingredient Identifier (UNII, aka ""Approval ID"") is a unique ID generated for each substance record.",approvalID,Current,string,,,,,,,,,,,,,,
Created,/structurallyDiverse/hybridSpeciesMaternalOrganism/created,root_structurallyDiverse_hybridSpeciesMaternalOrganism_created,,St. Div. Hybrid Parent (m) Created,,,A UNIX timestamp marking when the record (or element) was created (or sometimes exported) in its original form.,created,Current,number,,,,,,,,,,,,,,
Created By,/structurallyDiverse/hybridSpeciesMaternalOrganism/createdBy,root_structurallyDiverse_hybridSpeciesMaternalOrganism_createdBy,,St. Div. Hybrid Parent (m) Created By,,,A string representing a user or entity which originally created the record (or element).,createdBy,Current,string,,,,,,,,,,,,,,
Deprecated,/structurallyDiverse/hybridSpeciesMaternalOrganism/deprecated,root_structurallyDiverse_hybridSpeciesMaternalOrganism_deprecated,,St. Div. Hybrid Parent (m) Deprecated,,,A boolean marking for whether the element or record is considered deprecated.,deprecated,Current,boolean,,,,,,,,,,,,,,
Last Edited,/structurallyDiverse/hybridSpeciesMaternalOrganism/lastEdited,root_structurallyDiverse_hybridSpeciesMaternalOrganism_lastEdited,,St. Div. Hybrid Parent (m) Last Edited,,,A UNIX timestamp marking when the record was last edited (or sometimes exported) to form the record (or element) in its current state.,lastEdited,Current,number,,,,,,,,,,,,,,
Last Edited By,/structurallyDiverse/hybridSpeciesMaternalOrganism/lastEditedBy,root_structurallyDiverse_hybridSpeciesMaternalOrganism_lastEditedBy,,St. Div. Hybrid Parent (m) Last Edited By,,,A string representing a user or entity which last edited the record (or element).,lastEditedBy,Current,string,,,,,,,,,,,,,,
Linking Id,/structurallyDiverse/hybridSpeciesMaternalOrganism/linkingID,root_structurallyDiverse_hybridSpeciesMaternalOrganism_linkingID,,St. Div. Hybrid Parent (m) Linking ID,REMOVE FROM DD OR AT LEAST MARK AS DEPRECATED,,"The approvalID of the record if it exists, otherwise some compact and exchangable ID useful for linking to the referenced record (often the first 8 chars of its uuid).",linkingID,Deprecated,string,,,,,,,,,,,,,,
Name,/structurallyDiverse/hybridSpeciesMaternalOrganism/name,root_structurallyDiverse_hybridSpeciesMaternalOrganism_name,,St. Div. Hybrid Parent (m) Name,REMOVE FROM DD OR AT LEAST MARK AS DEPRECATED,,The literal string text of a name.,name,Deprecated,string,,,,,,,,,,,,,,
References,/structurallyDiverse/hybridSpeciesMaternalOrganism/references,,,St. Div. Hybrid Parent (m) References,REMOVE LUCENE PATH,,"A list of reference uuids, which refer back to the root record's references, essentially acting as footnotes. The included references are considered to be the supporting origins of the data element in question.",references,Current,array <string>,,,,,,,,,,,,,,
Ref Pname,/structurallyDiverse/hybridSpeciesMaternalOrganism/refPname,root_structurallyDiverse_hybridSpeciesMaternalOrganism_refPname,,St. Div. Hybrid Parent (m) Substance Name,,,"The ""Priority Name"" (usually the display name) of the record being referenced.",refPname,Current,string,,,,,,,,,,,,,,
Refuuid,/structurallyDiverse/hybridSpeciesMaternalOrganism/refuuid,root_structurallyDiverse_hybridSpeciesMaternalOrganism_refuuid,,St. Div. Hybrid Parent (m) Refuuid,,,The UUID of the related record.,refuuid,Current,string,,,,,,,,,,,,,,
Substance Class,/structurallyDiverse/hybridSpeciesMaternalOrganism/substanceClass,root_structurallyDiverse_hybridSpeciesMaternalOrganism_substanceClass,,St. Div. Hybrid Parent (m) Substance Class,,,"This value wall always be ""reference"" if it is intended as a real reference and ""mention"" if it is a place-holder. However, it can also specify a full substance class, in which case the whole record reference object is meant to be a full entire record rather than a reference.",substanceClass,Current,string,,,,,,,,,,,,,,
Uuid,/structurallyDiverse/hybridSpeciesMaternalOrganism/uuid,root_structurallyDiverse_hybridSpeciesMaternalOrganism_uuid,,St. Div. Hybrid Parent (m) UUID,FIX INDEXING (BACKEND),,"A Universally Unique Identifier (also sometimes called a GUID) for the element. Most GSRS elements have a uuid to be used for tracking, processing and referencing a record (and any element of that record).",uuid,Current,string,,,,,,,,,,,,,,
Hybrid Species Paternal Organism,/structurallyDiverse/hybridSpeciesPaternalOrganism,,,Structurally Diverse Hybrid Species Paternal Organism,REMOVE LUCENE PATH,,"The scientific name of the species which provided the sperm for a hybrid. Sometimes the right hand side of the ""x"" in hybrid nomenclature.",hybridSpeciesPaternalOrganism,Current,object <SubstanceReference>,,,,,,,,,,,,,,
Access,/structurallyDiverse/hybridSpeciesPaternalOrganism/access,root_structurallyDiverse_hybridSpeciesPaternalOrganism_access,ACCESS_GROUP,St. Div. Hybrid Parent (p) Access,,,"Marking the record or element as belonging to certain groups for use in tracking which groups should receive visibility, export and/or inclusion in specific reports.",access,Current,array <string>,,,,,,,,,,,,,,
Approval ID (UNII),/structurallyDiverse/hybridSpeciesPaternalOrganism/approvalID,root_structurallyDiverse_hybridSpeciesPaternalOrganism_approvalID,,St. Div. Hybrid Parent (p) Approval ID,,,"The Unique Ingredient Identifier (UNII, aka ""Approval ID"") is a unique ID generated for each substance record.",approvalID,Current,string,,,,,,,,,,,,,,
Created,/structurallyDiverse/hybridSpeciesPaternalOrganism/created,root_structurallyDiverse_hybridSpeciesPaternalOrganism_created,,St. Div. Hybrid Parent (p) Created,,,A UNIX timestamp marking when the record (or element) was created (or sometimes exported) in its original form.,created,Current,number,,,,,,,,,,,,,,
Created By,/structurallyDiverse/hybridSpeciesPaternalOrganism/createdBy,root_structurallyDiverse_hybridSpeciesPaternalOrganism_createdBy,,St. Div. Hybrid Parent (p) Created By,,,A string representing a user or entity which originally created the record (or element).,createdBy,Current,string,,,,,,,,,,,,,,
Deprecated,/structurallyDiverse/hybridSpeciesPaternalOrganism/deprecated,root_structurallyDiverse_hybridSpeciesPaternalOrganism_deprecated,,St. Div. Hybrid Parent (p) Deprecated,,,A boolean marking for whether the element or record is considered deprecated.,deprecated,Current,boolean,,,,,,,,,,,,,,
Last Edited,/structurallyDiverse/hybridSpeciesPaternalOrganism/lastEdited,root_structurallyDiverse_hybridSpeciesPaternalOrganism_lastEdited,,St. Div. Hybrid Parent (p) Last Edited,,,A UNIX timestamp marking when the record was last edited (or sometimes exported) to form the record (or element) in its current state.,lastEdited,Current,number,,,,,,,,,,,,,,
